,only_gen_code,question,ref_code,test_asserts,gen_code,time
52,"
def max_difference(test_list):
    result = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] < test_list[j]:
                result = max(result, test_list[j] - test_list[i])
    return result
",Write a function to find the maximum difference between available pairs in the given tuple list.,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ","['assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7', 'assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15', 'assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23']","Python Function - Write a function to find the maximum difference between available pairs in the given tuple list.
def max_difference(test_list):
    result = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] < test_list[j]:
                result = max(result, test_list[j] - test_list[i])
    return result
",53.093637466430664
53,"
def subject_marks(subjectmarks):
    result = sorted(subjectmarks, key=lambda x: x[1], reverse=True)
    return result
",Write a function to sort a list of tuples using lambda.,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks","[""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])""]","Python Function - Write a function to sort a list of tuples using lambda.
def subject_marks(subjectmarks):
    result = sorted(subjectmarks, key=lambda x: x[1], reverse=True)
    return result
",18.265870332717896
54,"
def recursive_list_sum(data_list):
    result = 0
    for i in data_list:
        if isinstance(i, list):
            result += recursive_list_sum(i)
        else:
            result += i
    return result
",Write a function of recursion list sum.,"def recursive_list_sum(data_list):
	total = 0
	for element in data_list:
		if type(element) == type([]):
			total = total + recursive_list_sum(element)
		else:
			total = total + element
	return total","['assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21', 'assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106', 'assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210']","Python Function - Write a function of recursion list sum.
def recursive_list_sum(data_list):
    result = 0
    for i in data_list:
        if isinstance(i, list):
            result += recursive_list_sum(i)
        else:
            result += i
    return result
",33.90648603439331
55,"
def pos_count(list):
    result = 0
    for i in list:
        if i > 0:
            result += 1
    return result
",Write a python function to count positive numbers in a list.,"def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ","['assert pos_count([1,-2,3,-4]) == 2', 'assert pos_count([3,4,5,-1]) == 3', 'assert pos_count([1,2,3,4]) == 4']","Python Function - Write a python function to count positive numbers in a list.
def pos_count(list):
    result = 0
    for i in list:
        if i > 0:
            result += 1
    return result
",21.546059370040894
56,"
def bell_number(n):
    result = 0
    for i in range(n):
        result += bell_number(i) * bell_number(n - i - 1)
    return result
",Write a function to find the number of ways to partition a set of bell numbers.,"def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ","['assert bell_number(2)==2', 'assert bell_number(10)==115975', 'assert bell_number(56)==6775685320645824322581483068371419745979053216268760300']","Python Function - Write a function to find the number of ways to partition a set of bell numbers.
def bell_number(n):
    result = 0
    for i in range(n):
        result += bell_number(i) * bell_number(n - i - 1)
    return result
",28.124250411987305
57,"
def is_Monotonic(A):
    result = True
    for i in range(len(A)-1):
        if A[i] > A[i+1]:
            result = False
            break
    return result
",Write a python function to check whether the given array is monotonic or not.,"def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ","['assert is_Monotonic([6, 5, 4, 4]) == True', 'assert is_Monotonic([1, 2, 2, 3]) == True', 'assert is_Monotonic([1, 3, 2]) == False']","Python Function - Write a python function to check whether the given array is monotonic or not.
def is_Monotonic(A):
    result = True
    for i in range(len(A)-1):
        if A[i] > A[i+1]:
            result = False
            break
    return result
",30.249478101730347
58,"
def is_sublist(l, s):
    result = False
    for i in range(len(l) - len(s) + 1):
        if l[i:i + len(s)] == s:
            result = True
            break
    return result
",Write a function to check whether a list contains the given sublist or not.,"def is_sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False
	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1				
				if n == len(s):
					sub_set = True
	return sub_set","['assert is_sublist([2,4,3,5,7],[3,7])==False', 'assert is_sublist([2,4,3,5,7],[4,3])==True', 'assert is_sublist([2,4,3,5,7],[1,6])==False']","Python Function - Write a function to check whether a list contains the given sublist or not.
def is_sublist(l, s):
    result = False
    for i in range(len(l) - len(s) + 1):
        if l[i:i + len(s)] == s:
            result = True
            break
    return result
",36.15513610839844
59,"
def find_equal_tuple(Input, k):
    result = True
    for i in range(len(Input)):
        if len(Input[i]) != k:
            result = False
    return result
",Write a function to find whether all the given tuples have equal length or not.,"def find_equal_tuple(Input, k):
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input, k):
  if find_equal_tuple(Input, k) == 1:
    return (""All tuples have same length"")
  else:
    return (""All tuples do not have same length"")","[""assert get_equal([(11, 22, 33), (44, 55, 66)], 3) == 'All tuples have same length'"", ""assert get_equal([(1, 2, 3), (4, 5, 6, 7)], 3) == 'All tuples do not have same length'"", ""assert get_equal([(1, 2), (3, 4)], 2) == 'All tuples have same length'""]","Python Function - Write a function to find whether all the given tuples have equal length or not.
def find_equal_tuple(Input, k):
    result = True
    for i in range(len(Input)):
        if len(Input[i]) != k:
            result = False
    return result
",25.65828275680542
60,"
def comb_sort(nums):
    result = []
    gap = len(nums)
    shrink = 1.3
    swapped = True
    while gap > 1 or swapped:
        gap = int(gap / shrink)
        if gap < 1:
            gap = 1
        swapped = False
        for i in range(len(nums) - gap):
            if nums[i] > nums[i + gap]:
                nums[i], nums[i + gap] = nums[i + gap], nums[
    return result
",Write a function to sort a list of elements using comb sort.,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums","['assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]', 'assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]', 'assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]']","Python Function - Write a function to sort a list of elements using comb sort.
def comb_sort(nums):
    result = []
    gap = len(nums)
    shrink = 1.3
    swapped = True
    while gap > 1 or swapped:
        gap = int(gap / shrink)
        if gap < 1:
            gap = 1
        swapped = False
        for i in range(len(nums) - gap):
            if nums[i] > nums[i + gap]:
                nums[i], nums[i + gap] = nums[i + gap], nums[
    return result
",88.21943926811218
61,"
def dif_Square(n):
    result = False
    for i in range(1, n):
        for j in range(1, n):
            if i**2 + j**2 == n:
                result = True
                break
    return result
",Write a python function to check whether the given number can be represented as difference of two squares or not.,"def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False","['assert dif_Square(5) == True', 'assert dif_Square(10) == False', 'assert dif_Square(15) == True']","Python Function - Write a python function to check whether the given number can be represented as difference of two squares or not.
def dif_Square(n):
    result = False
    for i in range(1, n):
        for j in range(1, n):
            if i**2 + j**2 == n:
                result = True
                break
    return result
",35.77548003196716
62,"
import re
def multiple_split(text):
    result = re.split('[ ,]', text)
    return result
",Write a function to split the given string with multiple delimiters by using regex.,"import re
def multiple_split(text):
  return (re.split('; |, |\*|\n',text))","[""assert multiple_split('Forces of the \\ndarkness*are coming into the play.') == ['Forces of the ', 'darkness', 'are coming into the play.']"", ""assert multiple_split('Mi Box runs on the \\n Latest android*which has google assistance and chromecast.') == ['Mi Box runs on the ', ' Latest android', 'which has google assistance and chromecast.']"", ""assert multiple_split('Certain services\\nare subjected to change*over the seperate subscriptions.') == ['Certain services', 'are subjected to change', 'over the seperate subscriptions.']""]","Python Function - Write a function to split the given string with multiple delimiters by using regex.
import re
def multiple_split(text):
    result = re.split('[ ,]', text)
    return result
",13.54822587966919
63,"
def is_samepatterns(colors, patterns):
    result = True
    for i in range(len(colors)):
        if colors[i] != patterns[i]:
            result = False
    return result
",Write a function to check whether it follows the sequence given in the patterns array.,"def is_samepatterns(colors, patterns):    
    if len(colors) != len(patterns):
        return False    
    sdict = {}
    pset = set()
    sset = set()    
    for i in range(len(patterns)):
        pset.add(patterns[i])
        sset.add(colors[i])
        if patterns[i] not in sdict.keys():
            sdict[patterns[i]] = []

        keys = sdict[patterns[i]]
        keys.append(colors[i])
        sdict[patterns[i]] = keys

    if len(pset) != len(sset):
        return False   

    for values in sdict.values():

        for i in range(len(values) - 1):
            if values[i] != values[i+1]:
                return False

    return True","['assert is_samepatterns([""red"",""green"",""green""], [""a"", ""b"", ""b""])==True ', 'assert is_samepatterns([""red"",""green"",""greenn""], [""a"",""b"",""b""])==False ', 'assert is_samepatterns([""red"",""green"",""greenn""], [""a"",""b""])==False ']","Python Function - Write a function to check whether it follows the sequence given in the patterns array.
def is_samepatterns(colors, patterns):
    result = True
    for i in range(len(colors)):
        if colors[i] != patterns[i]:
            result = False
    return result
",25.378077507019043
64,"
def find_tuples(test_list, K):
    result = []
    for i in test_list:
        if all(x % K == 0 for x in i):
            result.append(i)
    return result
",Write a function to find tuples which have all elements divisible by k from the given list of tuples.,"def find_tuples(test_list, K):
  res = [sub for sub in test_list if all(ele % K == 0 for ele in sub)]
  return (str(res)) ","[""assert find_tuples([(6, 24, 12), (7, 9, 6), (12, 18, 21)], 6) == '[(6, 24, 12)]'"", ""assert find_tuples([(5, 25, 30), (4, 2, 3), (7, 8, 9)], 5) == '[(5, 25, 30)]'"", ""assert find_tuples([(7, 9, 16), (8, 16, 4), (19, 17, 18)], 4) == '[(8, 16, 4)]'""]","Python Function - Write a function to find tuples which have all elements divisible by k from the given list of tuples.
def find_tuples(test_list, K):
    result = []
    for i in test_list:
        if all(x % K == 0 for x in i):
            result.append(i)
    return result
",29.1262149810791
65,"
def count_Squares(m,n):
    result = 0
    for i in range(m):
        for j in range(n):
            if i == j:
                result += 1
    return result
",Write a python function to count the number of squares in a rectangle.,"def count_Squares(m,n):
    if(n < m):
        temp = m
        m = n
        n = temp
    return ((m * (m + 1) * (2 * m + 1) / 6 + (n - m) * m * (m + 1) / 2))","['assert count_Squares(4,3) == 20', 'assert count_Squares(2,2) == 5', 'assert count_Squares(1,1) == 1']","Python Function - Write a python function to count the number of squares in a rectangle.
def count_Squares(m,n):
    result = 0
    for i in range(m):
        for j in range(n):
            if i == j:
                result += 1
    return result
",27.988417863845825
66,"
def is_Diff(n):
    result = 0
    while n > 0:
        result += n % 10
        n //= 10
    return result
",Write a python function to find the difference between sum of even and odd digits.,"def is_Diff(n): 
    return (n % 11 == 0) ","['assert is_Diff (12345) == False', 'assert is_Diff(1212112) == True', 'assert is_Diff(1212) == False']","Python Function - Write a python function to find the difference between sum of even and odd digits.
def is_Diff(n):
    result = 0
    while n > 0:
        result += n % 10
        n //= 10
    return result
",24.189437866210938
67,"
def count_With_Odd_SetBits(n):
    result = 0
    for i in range(1, n + 1):
        if bin(i).count('1') % 2 == 1:
            result += 1
    return result
",Write a python function to find number of integers with odd number of set bits.,"def count_With_Odd_SetBits(n): 
    if (n % 2 != 0): 
        return (n + 1) / 2
    count = bin(n).count('1') 
    ans = n / 2
    if (count % 2 != 0): 
        ans += 1
    return ans ","['assert count_With_Odd_SetBits(5) == 3', 'assert count_With_Odd_SetBits(10) == 5', 'assert count_With_Odd_SetBits(15) == 8']","Python Function - Write a python function to find number of integers with odd number of set bits.
def count_With_Odd_SetBits(n):
    result = 0
    for i in range(1, n + 1):
        if bin(i).count('1') % 2 == 1:
            result += 1
    return result
",33.107325077056885
68,"
def word_len(s):
    result = False
    if len(s) % 2 == 1:
        result = True
    return result
",Write a python function to check whether the length of the word is odd or not.,"def word_len(s): 
    s = s.split(' ')   
    for word in s:    
        if len(word)%2!=0: 
            return True  
        else:
          return False","['assert word_len(""Hadoop"") == False', 'assert word_len(""great"") == True', 'assert word_len(""structure"") == True']","Python Function - Write a python function to check whether the length of the word is odd or not.
def word_len(s):
    result = False
    if len(s) % 2 == 1:
        result = True
    return result
",19.875122547149658
69,"
def tetrahedral_number(n):
    result = 0
    for i in range(1, n + 1):
        result += i
        result *= i
        result += 1
    return result
",Write a function to find the nth tetrahedral number.,"def tetrahedral_number(n): 
	return (n * (n + 1) * (n + 2)) / 6","['assert tetrahedral_number(5) == 35.0', 'assert tetrahedral_number(6) == 56.0', 'assert tetrahedral_number(7) == 84.0']","Python Function - Write a function to find the nth tetrahedral number.
def tetrahedral_number(n):
    result = 0
    for i in range(1, n + 1):
        result += i
        result *= i
        result += 1
    return result
",28.28897476196289
70,"
def zip_tuples(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append((test_tup1[i], test_tup2[i]))
    return result
",Write a function to zip the two given tuples.,"def zip_tuples(test_tup1, test_tup2):
  res = []
  for i, j in enumerate(test_tup1):
    res.append((j, test_tup2[i % len(test_tup2)])) 
  return (res) ","['assert zip_tuples((7, 8, 4, 5, 9, 10),(1, 5, 6) ) == [(7, 1), (8, 5), (4, 6), (5, 1), (9, 5), (10, 6)]', 'assert zip_tuples((8, 9, 5, 6, 10, 11),(2, 6, 7) ) == [(8, 2), (9, 6), (5, 7), (6, 2), (10, 6), (11, 7)]', 'assert zip_tuples((9, 10, 6, 7, 11, 12),(3, 7, 8) ) == [(9, 3), (10, 7), (6, 8), (7, 3), (11, 7), (12, 8)]']","Python Function - Write a function to zip the two given tuples.
def zip_tuples(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append((test_tup1[i], test_tup2[i]))
    return result
",31.946332931518555
71,"
import math
def volume_sphere(r):
    result = (4/3)*math.pi*r**3
    return result
",Write a function to find the volume of a sphere.,"import math
def volume_sphere(r):
  volume=(4/3)*math.pi*r*r*r
  return volume","['assert volume_sphere(10)==4188.790204786391', 'assert volume_sphere(25)==65449.84694978735', 'assert volume_sphere(20)==33510.32163829113']","Python Function - Write a function to find the volume of a sphere.
import math
def volume_sphere(r):
    result = (4/3)*math.pi*r**3
    return result
",15.416932582855225
72,"
def get_Char(strr):
    result = ''
    for i in strr:
        result += i
    return result
",Write a python function to find the character made by adding all the characters of the given string.,"def get_Char(strr):  
    summ = 0
    for i in range(len(strr)): 
        summ += (ord(strr[i]) - ord('a') + 1)  
    if (summ % 26 == 0): 
        return ord('z') 
    else: 
        summ = summ % 26
        return chr(ord('a') + summ - 1)","['assert get_Char(""abc"") == ""f""', 'assert get_Char(""gfg"") == ""t""', 'assert get_Char(""ab"") == ""c""']","Python Function - Write a python function to find the character made by adding all the characters of the given string.
def get_Char(strr):
    result = ''
    for i in strr:
        result += i
    return result
",15.50529956817627
73,"
def sequence(n):
    result = [0, 1, 1]
    if n <= 2:
        return result[n]
    for i in range(3, n + 1):
        result.append(result[result[i - 1]] + result[i - result[i - 1]])
    return result
",Write a function to find the n-th number in newman conway sequence.,"def sequence(n): 
	if n == 1 or n == 2: 
		return 1
	else: 
		return sequence(sequence(n-1)) + sequence(n-sequence(n-1))","['assert sequence(10) == 6', 'assert sequence(2) == 1', 'assert sequence(3) == 2']","Python Function - Write a function to find the n-th number in newman conway sequence.
def sequence(n):
    result = [0, 1, 1]
    if n <= 2:
        return result[n]
    for i in range(3, n + 1):
        result.append(result[result[i - 1]] + result[i - result[i - 1]])
    return result
",49.8184974193573
74,"
import math
def surfacearea_sphere(r):
    result = 4 * math.pi * r ** 2
    return result
",Write a function to find the surface area of a sphere.,"import math
def surfacearea_sphere(r):
  surfacearea=4*math.pi*r*r
  return surfacearea","['assert surfacearea_sphere(10)==1256.6370614359173', 'assert surfacearea_sphere(15)==2827.4333882308138', 'assert surfacearea_sphere(20)==5026.548245743669']","Python Function - Write a function to find the surface area of a sphere.
import math
def surfacearea_sphere(r):
    result = 4 * math.pi * r ** 2
    return result
",14.809267520904541
75,"
def centered_hexagonal_number(n):
    result = 0
    for i in range(1, n + 1):
        result += i
        result += i - 1
        result += i - 2
    return result
",Write a function to find nth centered hexagonal number.,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","['assert centered_hexagonal_number(10) == 271', 'assert centered_hexagonal_number(2) == 7', 'assert centered_hexagonal_number(9) == 217']","Python Function - Write a function to find nth centered hexagonal number.
def centered_hexagonal_number(n):
    result = 0
    for i in range(1, n + 1):
        result += i
        result += i - 1
        result += i - 2
    return result
",31.226823091506958
76,"
import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    result = ct.defaultdict(list)
    for d in (dict1, dict2, dict3):
        for k, v in d.items():
            result[k].append(v)
    return result
",Write a function to merge three dictionaries into a single expression.,"import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    merged_dict = dict(ct.ChainMap({},dict1,dict2,dict3))
    return merged_dict","['assert merge_dictionaries_three({ ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, { ""G"": ""Green"", ""W"": ""White"" },{ ""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black"" })=={\'B\': \'Black\', \'R\': \'Red\', \'P\': \'Pink\', \'G\': \'Green\', \'W\': \'White\', \'O\': \'Orange\'}', 'assert merge_dictionaries_three({ ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, { ""G"": ""Green"", ""W"": ""White"" },{""L"":""lavender"",""B"":""Blue""})=={\'W\': \'White\', \'P\': \'Pink\', \'B\': \'Black\', \'R\': \'Red\', \'G\': \'Green\', \'L\': \'lavender\'}', 'assert merge_dictionaries_three({ ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" },{""L"":""lavender"",""B"":""Blue""},{ ""G"": ""Green"", ""W"": ""White"" })=={\'B\': \'Black\', \'P\': \'Pink\', \'R\': \'Red\', \'G\': \'Green\', \'L\': \'lavender\', \'W\': \'White\'}']","Python Function - Write a function to merge three dictionaries into a single expression.
import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    result = ct.defaultdict(list)
    for d in (dict1, dict2, dict3):
        for k, v in d.items():
            result[k].append(v)
    return result
",35.86752271652222
77,"
import collections
def freq_count(list1):
    result = collections.Counter(list1)
    return result
",Write a function to get the frequency of the elements in a list.,"import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count","['assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1}) ', 'assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3}) ', 'assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2}) ']","Python Function - Write a function to get the frequency of the elements in a list.
import collections
def freq_count(list1):
    result = collections.Counter(list1)
    return result
",11.451516389846802
78,"
def closest_num(N):
    result = 0
    for i in range(1, N):
        if i < N and abs(i - N) < abs(result - N):
            result = i
    return result
",Write a function to find the closest smaller number than n.,"def closest_num(N):
  return (N - 1)","['assert closest_num(11) == 10', 'assert closest_num(7) == 6', 'assert closest_num(12) == 11']","Python Function - Write a function to find the closest smaller number than n.
def closest_num(N):
    result = 0
    for i in range(1, N):
        if i < N and abs(i - N) < abs(result - N):
            result = i
    return result
",31.346631050109863
79,"
def len_log(list1):
    result = 0
    for i in list1:
        if len(i) > result:
            result = len(i)
    return result
",Write a python function to find the length of the longest word.,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","['assert len_log([""python"",""PHP"",""bigdata""]) == 7', 'assert len_log([""a"",""ab"",""abc""]) == 3', 'assert len_log([""small"",""big"",""tall""]) == 5']","Python Function - Write a python function to find the length of the longest word.
def len_log(list1):
    result = 0
    for i in list1:
        if len(i) > result:
            result = len(i)
    return result
",24.680379152297974
80,"
def find_substring(str1, sub_str):
    result = False
    for i in str1:
        if sub_str in i:
            result = True
            break
    return result
",Write a function to check if a substring is present in a given list of string values.,"def find_substring(str1, sub_str):
   if any(sub_str in s for s in str1):
       return True
   return False","['assert find_substring([""red"", ""black"", ""white"", ""green"", ""orange""],""ack"")==True', 'assert find_substring([""red"", ""black"", ""white"", ""green"", ""orange""],""abc"")==False', 'assert find_substring([""red"", ""black"", ""white"", ""green"", ""orange""],""ange"")==True']","Python Function - Write a function to check if a substring is present in a given list of string values.
def find_substring(str1, sub_str):
    result = False
    for i in str1:
        if sub_str in i:
            result = True
            break
    return result
",23.893770933151245
81,"
def is_undulating(n):
    result = True
    while n > 0:
        if n % 2 == 0:
            n = n // 2
        else:
            n = 3 * n + 1
        if n == 1:
            break
    return result
",Write a function to check whether the given number is undulating or not.,"def is_undulating(n): 
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True","['assert is_undulating(""1212121"") == True', 'assert is_undulating(""1991"") == False', 'assert is_undulating(""121"") == True']","Python Function - Write a function to check whether the given number is undulating or not.
def is_undulating(n):
    result = True
    while n > 0:
        if n % 2 == 0:
            n = n // 2
        else:
            n = 3 * n + 1
        if n == 1:
            break
    return result
",42.26539492607117
82,"
def power(a,b):
    result = 1
    for i in range(b):
        result *= a
    return result
",Write a function to calculate the value of 'a' to the power 'b'.,"def power(a,b):
	if b==0:
		return 1
	elif a==0:
		return 0
	elif b==1:
		return a
	else:
		return a*power(a,b-1)","['assert power(3,4) == 81', 'assert power(2,3) == 8', 'assert power(5,5) == 3125']","Python Function - Write a function to calculate the value of 'a' to the power 'b'.
def power(a,b):
    result = 1
    for i in range(b):
        result *= a
    return result
",17.615448236465454
83,"
from operator import itemgetter 
def index_minimum(test_list):
    result = []
    for i in range(len(test_list)):
        result.append(min(test_list, key=itemgetter(i)))
    return result
",Write a function to extract the index minimum value record from the given tuples.,"from operator import itemgetter 
def index_minimum(test_list):
  res = min(test_list, key = itemgetter(1))[0]
  return (res) ","[""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'""]","Python Function - Write a function to extract the index minimum value record from the given tuples.
from operator import itemgetter 
def index_minimum(test_list):
    result = []
    for i in range(len(test_list)):
        result.append(min(test_list, key=itemgetter(i)))
    return result
",31.983266830444336
84,"
def Find_Min_Length(lst):
    result = 0
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            if lst[i] == lst[j]:
                result = min(result, j-i)
    return result
",Write a python function to find the minimum length of sublist.,"def Find_Min_Length(lst):  
    minLength = min(len(x) for x in lst )
    return minLength ","['assert Find_Min_Length([[1],[1,2]]) == 1', 'assert Find_Min_Length([[1,2],[1,2,3],[1,2,3,4]]) == 2', 'assert Find_Min_Length([[3,3,3],[4,4,4,4]]) == 3']","Python Function - Write a python function to find the minimum length of sublist.
def Find_Min_Length(lst):
    result = 0
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            if lst[i] == lst[j]:
                result = min(result, j-i)
    return result
",41.28250241279602
85,"
def divisor(n):
    result = 0
    for i in range(1, n + 1):
        if n % i == 0:
            result += 1
    return result
",Write a python function to find the number of divisors of a given integer.,"def divisor(n):
  for i in range(n):
    x = len([i for i in range(1,n+1) if not n % i])
  return x","['assert divisor(15) == 4 ', 'assert divisor(12) == 6', 'assert divisor(9) == 3']","Python Function - Write a python function to find the number of divisors of a given integer.
def divisor(n):
    result = 0
    for i in range(1, n + 1):
        if n % i == 0:
            result += 1
    return result
",27.599361896514893
86,"
def frequency_lists(list1):
    result = {}
    for i in list1:
        if i in result:
            result[i] += 1
        else:
            result[i] = 1
    return result
",Write a function to find frequency count of list of lists.,"def frequency_lists(list1):
    list1 = [item for sublist in list1 for item in sublist]
    dic_data = {}
    for num in list1:
        if num in dic_data.keys():
            dic_data[num] += 1
        else:
            key = num
            value = 1
            dic_data[key] = value
    return dic_data
","['assert frequency_lists([[1, 2, 3, 2], [4, 5, 6, 2], [7, 8, 9, 5]])=={1: 1, 2: 3, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1}', 'assert frequency_lists([[1,2,3,4],[5,6,7,8],[9,10,11,12]])=={1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1,10:1,11:1,12:1}', 'assert frequency_lists([[20,30,40,17],[18,16,14,13],[10,20,30,40]])=={20:2,30:2,40:2,17: 1,18:1, 16: 1,14: 1,13: 1, 10: 1}']","Python Function - Write a function to find frequency count of list of lists.
def frequency_lists(list1):
    result = {}
    for i in list1:
        if i in result:
            result[i] += 1
        else:
            result[i] = 1
    return result
",31.690138816833496
87,"
def multiply_num(numbers):
    result = 1
    for num in numbers:
        result *= num
    return result
",Write a function to multiply all the numbers in a list and divide with the length of the list.,"def multiply_num(numbers):  
    total = 1
    for x in numbers:
        total *= x  
    return total/len(numbers) ","['assert multiply_num((8, 2, 3, -1, 7))==-67.2', 'assert multiply_num((-10,-20,-30))==-2000.0', 'assert multiply_num((19,15,18))==1710.0']","Python Function - Write a function to multiply all the numbers in a list and divide with the length of the list.
def multiply_num(numbers):
    result = 1
    for num in numbers:
        result *= num
    return result
",16.063684225082397
88,"
def decimal_to_binary(n):
    result = """"
    while n > 0:
        result = str(n % 2) + result
        n = n // 2
    return result
",Write a function to convert the given decimal number to its binary equivalent.,"def decimal_to_binary(n): 
    return bin(n).replace(""0b"","""") ","[""assert decimal_to_binary(8) == '1000'"", ""assert decimal_to_binary(18) == '10010'"", ""assert decimal_to_binary(7) == '111' ""]","Python Function - Write a function to convert the given decimal number to its binary equivalent.
def decimal_to_binary(n):
    result = """"
    while n > 0:
        result = str(n % 2) + result
        n = n // 2
    return result
",26.35868501663208
89,"
import sys
def next_smallest_palindrome(num):
    result = num
    while True:
        result += 1
        if str(result) == str(result)[::-1]:
            break
    return result
",Write a function to find the next smallest palindrome of a specified number.,"import sys
def next_smallest_palindrome(num):
    numstr = str(num)
    for i in range(num+1,sys.maxsize):
        if str(i) == str(i)[::-1]:
            return i","['assert next_smallest_palindrome(99)==101', 'assert next_smallest_palindrome(1221)==1331', 'assert next_smallest_palindrome(120)==121']","Python Function - Write a function to find the next smallest palindrome of a specified number.
import sys
def next_smallest_palindrome(num):
    result = num
    while True:
        result += 1
        if str(result) == str(result)[::-1]:
            break
    return result
",27.042921543121338
