,only_gen_code,question,ref_code,test_asserts,gen_code,time
110,"
def check_triplet(A, n, sum, count):
    for i in range(0, n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if A[i] + A[j] + A[k] == sum:
                    count += 1
    return count


def triplet_sum(A, n, sum):
    count = 0
    count = check_triplet(A, n, sum, count)
    return count


# Main Function
if __name__ == '__main
    return result
",Write a function to find the triplet with sum of the given array,"def check_triplet(A, n, sum, count):
    if count == 3 and sum == 0:
        return True
    if count == 3 or n == 0 or sum < 0:
        return False
    return check_triplet(A, n - 1, sum - A[n - 1], count + 1) or\
           check_triplet(A, n - 1, sum, count)","['assert check_triplet([2, 7, 4, 0, 9, 5, 1, 3], 8, 6, 0) == True', 'assert check_triplet([1, 4, 5, 6, 7, 8, 5, 9], 8, 6, 0) == False', 'assert check_triplet([10, 4, 2, 3, 5], 5, 15, 0) == True']","Python Function - Write a function to find the triplet with sum of the given array
def check_triplet(A, n, sum, count):
    for i in range(0, n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if A[i] + A[j] + A[k] == sum:
                    count += 1
    return count


def triplet_sum(A, n, sum):
    count = 0
    count = check_triplet(A, n, sum, count)
    return count


# Main Function
if __name__ == '__main
    return result
",47.946449995040894
111,"
MAX = 3000 
def smartNumber(n):
    result = 0
    while(n > 0):
        result += MAX
        n -= 1
    return result
",Write a function to find n’th smart number.,"MAX = 3000 
def smartNumber(n): 
	primes = [0] * MAX 
	result = [] 
	for i in range(2, MAX): 
		if (primes[i] == 0): 
			primes[i] = 1 
			j = i * 2 
			while (j < MAX): 
				primes[j] -= 1 
				if ( (primes[j] + 3) == 0): 
					result.append(j) 
				j = j + i 
	result.sort() 
	return result[n - 1] ","['assert smartNumber(1) == 30', 'assert smartNumber(50) == 273', 'assert smartNumber(1000) == 2664']","Python Function - Write a function to find n’th smart number.
MAX = 3000 
def smartNumber(n):
    result = 0
    while(n > 0):
        result += MAX
        n -= 1
    return result
",13.179595947265625
112,"
def amicable_numbers_sum(limit):
    result = 0
    for i in range(1, limit):
        if i == sum_of_divisors(i):
            if sum_of_divisors(i) == i:
                continue
            if sum_of_divisors(sum_of_divisors(i)) == i:
                result += i
    return result

def sum_of_divisors(n):
    result = 1
    for i in range(2, n):
        if n % i == 0:
            result +=
    return result
",Write a function to sum all amicable numbers from 1 to a specified number.,"def amicable_numbers_sum(limit):
    if not isinstance(limit, int):
        return ""Input is not an integer!""
    if limit < 1:
        return ""Input must be bigger than 0!""
    amicables = set()
    for num in range(2, limit+1):
        if num in amicables:
            continue
        sum_fact = sum([fact for fact in range(1, num) if num % fact == 0])
        sum_fact2 = sum([fact for fact in range(1, sum_fact) if sum_fact % fact == 0])
        if num == sum_fact2 and num != sum_fact:
            amicables.add(num)
            amicables.add(sum_fact2)
    return sum(amicables)","['assert amicable_numbers_sum(999)==504', 'assert amicable_numbers_sum(9999)==31626', 'assert amicable_numbers_sum(99)==0']","Python Function - Write a function to sum all amicable numbers from 1 to a specified number.
def amicable_numbers_sum(limit):
    result = 0
    for i in range(1, limit):
        if i == sum_of_divisors(i):
            if sum_of_divisors(i) == i:
                continue
            if sum_of_divisors(sum_of_divisors(i)) == i:
                result += i
    return result

def sum_of_divisors(n):
    result = 1
    for i in range(2, n):
        if n % i == 0:
            result +=
    return result
",47.97105598449707
113,"
import cmath
def angle_complex(a,b):
    result = cmath.phase(a+b*1j)
    return result
",Write a function to get the angle of a complex number.,"import cmath
def angle_complex(a,b):
  cn=complex(a,b)
  angle=cmath.phase(a+b)
  return angle","['assert angle_complex(0,1j)==1.5707963267948966 ', 'assert angle_complex(2,1j)==0.4636476090008061', 'assert angle_complex(0,2j)==1.5707963267948966']","Python Function - Write a function to get the angle of a complex number.
import cmath
def angle_complex(a,b):
    result = cmath.phase(a+b*1j)
    return result
",8.001898050308228
114,"
def find_length(string, n):
    result = 0
    for i in range(n):
        count_0 = 0
        count_1 = 0
        for j in range(i, n):
            if string[j] == '0':
                count_0 += 1
            else:
                count_1 += 1
            if count_0 > count_1:
                result = max(result, count_0 - count_1)
            else:
                result = max(result, count_1 - count_0)
    return result
",Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,"def find_length(string, n): 
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","['assert find_length(""11000010001"", 11) == 6', 'assert find_length(""10111"", 5) == 1', 'assert find_length(""11011101100101"", 14) == 2 ']","Python Function - Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.
def find_length(string, n):
    result = 0
    for i in range(n):
        count_0 = 0
        count_1 = 0
        for j in range(i, n):
            if string[j] == '0':
                count_0 += 1
            else:
                count_1 += 1
            if count_0 > count_1:
                result = max(result, count_0 - count_1)
            else:
                result = max(result, count_1 - count_0)
    return result
",46.19013833999634
115,"
def sum(a,b):
    result = 0
    for i in range(1,min(a,b)+1):
        if a%i==0 and b%i==0:
            result += i
    return result
",Write a python function to find the sum of common divisors of two given numbers.,"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum","['assert sum(10,15) == 6', 'assert sum(100,150) == 93', 'assert sum(4,6) == 3']","Python Function - Write a python function to find the sum of common divisors of two given numbers.
def sum(a,b):
    result = 0
    for i in range(1,min(a,b)+1):
        if a%i==0 and b%i==0:
            result += i
    return result
",18.024210929870605
116,"
def multiply_int(x, y):
    result = 0
    while y > 0:
        result += x
        y -= 1
    return result
",Write a function to multiply two integers without using the * operator in python.,"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)","['assert multiply_int(10,20)==200', 'assert multiply_int(5,10)==50', 'assert multiply_int(4,8)==32']","Python Function - Write a function to multiply two integers without using the * operator in python.
def multiply_int(x, y):
    result = 0
    while y > 0:
        result += x
        y -= 1
    return result
",11.867640495300293
117,"
def long_words(n, str):
    result = []
    for word in str:
        if len(word) > n:
            result.append(word)
    return result
",Write a function to shortlist words that are longer than n from a given list of words.,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	","['assert long_words(3,""python is a programming language"")==[\'python\',\'programming\',\'language\']', 'assert long_words(2,""writing a program"")==[\'writing\',\'program\']', 'assert long_words(5,""sorting list"")==[\'sorting\']']","Python Function - Write a function to shortlist words that are longer than n from a given list of words.
def long_words(n, str):
    result = []
    for word in str:
        if len(word) > n:
            result.append(word)
    return result
",13.629398584365845
118,"
def magic_square_test(my_matrix):
    result = True
    for i in range(len(my_matrix)):
        for j in range(len(my_matrix)):
            if my_matrix[i][j] != my_matrix[j][i]:
                result = False
                break
    return result


",Write a function to calculate magic square.,"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True","['assert magic_square_test([[7, 12, 1, 14], [2, 13, 8, 11], [16, 3, 10, 5], [9, 6, 15, 4]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 8]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 7]])==False']","Python Function - Write a function to calculate magic square.
def magic_square_test(my_matrix):
    result = True
    for i in range(len(my_matrix)):
        for j in range(len(my_matrix)):
            if my_matrix[i][j] != my_matrix[j][i]:
                result = False
                break
    return result


Python Function - Write a function to calculate magic square.
def magic_square_test(my_matrix):
    result = True
    for i in range(len(my_matrix)):
        for j in range(len(my_matrix)):
            if my_matrix[i
    return result
",50.331451654434204
119,"
from collections import defaultdict
def max_occurrences(nums):
    d = defaultdict(int)
    for i in nums:
        d[i] += 1
    result = max(d.values())
    return result
",Write a function to find the item with maximum frequency in a given list.,"from collections import defaultdict
def max_occurrences(nums):
    dict = defaultdict(int)
    for i in nums:
        dict[i] += 1
    result = max(dict.items(), key=lambda x: x[1]) 
    return result","['assert max_occurrences([2,3,8,4,7,9,8,2,6,5,1,6,1,2,3,2,4,6,9,1,2])==(2, 5)', 'assert max_occurrences([2,3,8,4,7,9,8,7,9,15,14,10,12,13,16,16,18])==(8, 2)', 'assert max_occurrences([10,20,20,30,40,90,80,50,30,20,50,10])==(20, 3)']","Python Function - Write a function to find the item with maximum frequency in a given list.
from collections import defaultdict
def max_occurrences(nums):
    d = defaultdict(int)
    for i in nums:
        d[i] += 1
    result = max(d.values())
    return result
",16.61207151412964
120,"
def reverse_vowels(str1):
    vowels = 'aeiouAEIOU'
    result = ''
    for i in range(len(str1)):
        if str1[i] in vowels:
            result += str1[i]
        else:
            result += str1[i]
    for i in range(len(result)):
        if result[i] in vowels:
            result = result[:i] + result[i] + result[i+1:]
    return result
",Write a python function to reverse only the vowels of a given string.,"def reverse_vowels(str1):
	vowels = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			vowels += char
	result_string = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			result_string += vowels[-1]
			vowels = vowels[:-1]
		else:
			result_string += char
	return result_string","['assert reverse_vowels(""Python"") == ""Python""', 'assert reverse_vowels(""USA"") == ""ASU""', 'assert reverse_vowels(""ab"") == ""ab""']","Python Function - Write a python function to reverse only the vowels of a given string.
def reverse_vowels(str1):
    vowels = 'aeiouAEIOU'
    result = ''
    for i in range(len(str1)):
        if str1[i] in vowels:
            result += str1[i]
        else:
            result += str1[i]
    for i in range(len(result)):
        if result[i] in vowels:
            result = result[:i] + result[i] + result[i+1:]
    return result
",42.33433175086975
121,"
def tup_string(tup1):
    result = """"
    for i in tup1:
        result += str(i) + "" ""
    return result
",Write a function to convert tuple to a string.,"def tup_string(tup1):
  str =  ''.join(tup1)
  return str","['assert tup_string((\'e\', \'x\', \'e\', \'r\', \'c\', \'i\', \'s\', \'e\', \'s\'))==(""exercises"")', 'assert tup_string((\'p\',\'y\',\'t\',\'h\',\'o\',\'n\'))==(""python"")', 'assert tup_string((\'p\',\'r\',\'o\',\'g\',\'r\',\'a\',\'m\'))==(""program"")']","Python Function - Write a function to convert tuple to a string.
def tup_string(tup1):
    result = """"
    for i in tup1:
        result += str(i) + "" ""
    return result
",10.826950550079346
122,"
def sum_negativenum(nums):
    result = 0
    for num in nums:
        if num < 0:
            result += num
    return result
",Write a function to calculate the sum of the negative numbers of a given list of numbers using lambda function.,"def sum_negativenum(nums):
  sum_negativenum = list(filter(lambda nums:nums<0,nums))
  return sum(sum_negativenum)","['assert sum_negativenum([2, 4, -6, -9, 11, -12, 14, -5, 17])==-32', 'assert sum_negativenum([10,15,-14,13,-18,12,-20])==-52', 'assert sum_negativenum([19, -65, 57, 39, 152,-639, 121, 44, 90, -190])==-894']","Python Function - Write a function to calculate the sum of the negative numbers of a given list of numbers using lambda function.
def sum_negativenum(nums):
    result = 0
    for num in nums:
        if num < 0:
            result += num
    return result
",11.654080867767334
123,"
def check_last (arr,n,p):
    result = []
    for i in range(n):
        if arr[i]%2==0:
            result.append(0)
        else:
            result.append(1)
    for i in range(p):
        result.append(result.pop(0))
    return result
",Write a python function to check whether the last element of given array is even or odd after performing an operation p times.,"def check_last (arr,n,p): 
    _sum = 0
    for i in range(n): 
        _sum = _sum + arr[i] 
    if p == 1: 
        if _sum % 2 == 0: 
            return ""ODD""
        else: 
            return ""EVEN""
    return ""EVEN""
      ","['assert check_last([5,7,10],3,1) == ""ODD""', 'assert check_last([2,3],2,3) == ""EVEN""', 'assert check_last([1,2,3],3,1) == ""ODD""']","Python Function - Write a python function to check whether the last element of given array is even or odd after performing an operation p times.
def check_last (arr,n,p):
    result = []
    for i in range(n):
        if arr[i]%2==0:
            result.append(0)
        else:
            result.append(1)
    for i in range(p):
        result.append(result.pop(0))
    return result
",26.59103298187256
124,"
def hexagonal_num(n):
    result = 0
    for i in range(1, n+1):
        result += i*(2*i-1)
    return result
",Write a function to find the nth hexagonal number.,"def hexagonal_num(n): 
	return n*(2*n - 1) ","['assert hexagonal_num(10) == 190', 'assert hexagonal_num(5) == 45', 'assert hexagonal_num(7) == 91']","Python Function - Write a function to find the nth hexagonal number.
def hexagonal_num(n):
    result = 0
    for i in range(1, n+1):
        result += i*(2*i-1)
    return result
",12.985543966293335
125,"
def cal_electbill(units):
    if units <= 50:
        result = units * 10
    elif units > 50 and units <= 100:
        result = 50 * 10 + (units - 50) * 15
    elif units > 100 and units <= 200:
        result = 50 * 10 + 50 * 15 + (units - 150) * 20
    else:
        result = 50 * 10 + 50 *
    return result
",Write a function to calculate electricity bill.,"def cal_electbill(units):
 if(units < 50):
    amount = units * 2.60
    surcharge = 25
 elif(units <= 100):
    amount = 130 + ((units - 50) * 3.25)
    surcharge = 35
 elif(units <= 200):
    amount = 130 + 162.50 + ((units - 100) * 5.26)
    surcharge = 45
 else:
    amount = 130 + 162.50 + 526 + ((units - 200) * 8.45)
    surcharge = 75
 total = amount + surcharge
 return total","['assert cal_electbill(75)==246.25', 'assert cal_electbill(265)==1442.75', 'assert cal_electbill(100)==327.5']","Python Function - Write a function to calculate electricity bill.
def cal_electbill(units):
    if units <= 50:
        result = units * 10
    elif units > 50 and units <= 100:
        result = 50 * 10 + (units - 50) * 15
    elif units > 100 and units <= 200:
        result = 50 * 10 + 50 * 15 + (units - 150) * 20
    else:
        result = 50 * 10 + 50 *
    return result
",47.891867876052856
126,"
from array import array
def zero_count(nums):
    result = 0
    for i in nums:
        if i == 0:
            result += 1
    return result
",Write a function to find the ration of zeroes in an array of integers.,"from array import array
def zero_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x == 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","['assert zero_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.15', 'assert zero_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.00', 'assert zero_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.00']","Python Function - Write a function to find the ration of zeroes in an array of integers.
from array import array
def zero_count(nums):
    result = 0
    for i in nums:
        if i == 0:
            result += 1
    return result
",13.947715997695923
127,"
def is_Sum_Of_Powers_Of_Two(n):
    result = False
    while n > 0:
        if n % 2 == 1:
            result = False
            break
        n = n // 2
        result = True
    return result
",Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,"def is_Sum_Of_Powers_Of_Two(n): 
    if (n % 2 == 1): 
        return False
    else: 
        return True","['assert is_Sum_Of_Powers_Of_Two(10) == True', 'assert is_Sum_Of_Powers_Of_Two(7) == False', 'assert is_Sum_Of_Powers_Of_Two(14) == True']","Python Function - Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.
def is_Sum_Of_Powers_Of_Two(n):
    result = False
    while n > 0:
        if n % 2 == 1:
            result = False
            break
        n = n // 2
        result = True
    return result
",18.42811155319214
128,"
def circle_circumference(r):
    result = 2 * 3.14 * r
    return result

Python Function - Write a function to find the area of a circle.
def circle_area(r):
    result = 3.14 * r * r
    return result
",Write a function to find the circumference of a circle.,"def circle_circumference(r):
  perimeter=2*3.1415*r
  return perimeter","['assert circle_circumference(10)==62.830000000000005', 'assert circle_circumference(5)==31.415000000000003', 'assert circle_circumference(4)==25.132']","Python Function - Write a function to find the circumference of a circle.
def circle_circumference(r):
    result = 2 * 3.14 * r
    return result

Python Function - Write a function to find the area of a circle.
def circle_area(r):
    result = 3.14 * r * r
    return result
",21.75539517402649
129,"
def extract_singly(test_list):
    result = []
    for i in test_list:
        if test_list.count(i) == 1:
            result.append(i)
    return result
",Write a function to extract elements that occur singly in the given tuple list.,"def extract_singly(test_list):
  res = []
  temp = set()
  for inner in test_list:
    for ele in inner:
      if not ele in temp:
        temp.add(ele)
        res.append(ele)
  return (res) ","['assert extract_singly([(3, 4, 5), (4, 5, 7), (1, 4)]) == [3, 4, 5, 7, 1]', 'assert extract_singly([(1, 2, 3), (4, 2, 3), (7, 8)]) == [1, 2, 3, 4, 7, 8]', 'assert extract_singly([(7, 8, 9), (10, 11, 12), (10, 11)]) == [7, 8, 9, 10, 11, 12]']","Python Function - Write a function to extract elements that occur singly in the given tuple list.
def extract_singly(test_list):
    result = []
    for i in test_list:
        if test_list.count(i) == 1:
            result.append(i)
    return result
",15.448683023452759
130,"
def pancake_sort(nums):
    result = []
    for i in range(len(nums), 0, -1):
        max_index = nums.index(max(nums[:i]))
        if max_index != i - 1:
            nums = nums[:max_index] + nums[max_index:i - 1] + nums[i - 1:max_index + 1] + nums[i:]
            result.append(max_index + 1)
            result.append(i)
    return result



    return result
",Write a function to sort a list of elements using pancake sort.,"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums","['assert pancake_sort([15, 79, 25, 38, 69]) == [15, 25, 38, 69, 79]', 'assert pancake_sort([98, 12, 54, 36, 85]) == [12, 36, 54, 85, 98]', 'assert pancake_sort([41, 42, 32, 12, 23]) == [12, 23, 32, 41, 42]']","Python Function - Write a function to sort a list of elements using pancake sort.
def pancake_sort(nums):
    result = []
    for i in range(len(nums), 0, -1):
        max_index = nums.index(max(nums[:i]))
        if max_index != i - 1:
            nums = nums[:max_index] + nums[max_index:i - 1] + nums[i - 1:max_index + 1] + nums[i:]
            result.append(max_index + 1)
            result.append(i)
    return result



    return result
",47.95076012611389
131,"
def count_samepair(list1,list2,list3):
    result = 0
    for i in range(len(list1)):
        if list1[i] == list2[i] and list1[i] == list3[i]:
            result += 1
    return result
",Write a function to count the same pair in three given lists.,"def count_samepair(list1,list2,list3):
    result = sum(m == n == o for m, n, o in zip(list1,list2,list3))
    return result","['assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])==3', 'assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==4', 'assert count_samepair([1,2,3,4,2,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==5']","Python Function - Write a function to count the same pair in three given lists.
def count_samepair(list1,list2,list3):
    result = 0
    for i in range(len(list1)):
        if list1[i] == list2[i] and list1[i] == list3[i]:
            result += 1
    return result
",20.090901613235474
132,"
def find_lists(Input):
    result = 0
    for i in Input:
        if type(i) == list:
            result += 1
    return result
",Write a function to find number of lists present in the given tuple.,"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ","['assert find_lists(([1, 2, 3, 4], [5, 6, 7, 8])) == 2', 'assert find_lists(([1, 2], [3, 4], [5, 6]))  == 3', 'assert find_lists(([9, 8, 7, 6, 5, 4, 3, 2, 1])) == 1']","Python Function - Write a function to find number of lists present in the given tuple.
def find_lists(Input):
    result = 0
    for i in Input:
        if type(i) == list:
            result += 1
    return result
",12.399466276168823
133,"
def sum_Pairs(arr,n):
    result = 0
    for i in range(n):
        for j in range(i+1,n):
            result += abs(arr[i]-arr[j])
    return result
",Write a python function to find the sum of absolute differences in all pairs of the given array.,"def sum_Pairs(arr,n): 
    sum = 0
    for i in range(n - 1,-1,-1): 
        sum += i*arr[i] - (n-1-i) * arr[i] 
    return sum","['assert sum_Pairs([1,8,9,15,16],5) == 74', 'assert sum_Pairs([1,2,3,4],4) == 10', 'assert sum_Pairs([1,2,3,4,5,7,9,11,14],9) == 188']","Python Function - Write a python function to find the sum of absolute differences in all pairs of the given array.
def sum_Pairs(arr,n):
    result = 0
    for i in range(n):
        for j in range(i+1,n):
            result += abs(arr[i]-arr[j])
    return result
",17.504337787628174
134,"
def max_Abs_Diff(arr,n):
    arr.sort()
    result = arr[n-1] - arr[0]
    return result
",Write a python function to find the maximum difference between any two elements in a given array.,"def max_Abs_Diff(arr,n): 
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ","['assert max_Abs_Diff((2,1,5,3),4) == 4', 'assert max_Abs_Diff((9,3,2,5,1),5) == 8', 'assert max_Abs_Diff((3,2,1),3) == 2']","Python Function - Write a python function to find the maximum difference between any two elements in a given array.
def max_Abs_Diff(arr,n):
    arr.sort()
    result = arr[n-1] - arr[0]
    return result
",9.653335571289062
135,"
def ascii_value_string(str1):
    result = 0
    for i in str1:
        result += ord(i)
    return result
",Write a function to find the ascii value of total characters in a string.,"def ascii_value_string(str1):
  for i in range(len(str1)):
   return ord(str1[i])","['assert ascii_value_string(""python"")==112', 'assert ascii_value_string(""Program"")==80', 'assert ascii_value_string(""Language"")==76']","Python Function - Write a function to find the ascii value of total characters in a string.
def ascii_value_string(str1):
    result = 0
    for i in str1:
        result += ord(i)
    return result
",9.965364694595337
136,"
def max_path_sum(tri, m, n):
    if m == 0:
        return tri[0][0]
    if n == 0:
        return max_path_sum(tri, m - 1, n)
    result = max(tri[m][n], tri[m][n] + max_path_sum(tri, m - 1, n - 1), tri[m][n] + max_path_sum(tri, m - 1, n))
    return result
",Write a function to find the maximum total path sum in the given triangle.,"def max_path_sum(tri, m, n): 
	for i in range(m-1, -1, -1): 
		for j in range(i+1): 
			if (tri[i+1][j] > tri[i+1][j+1]): 
				tri[i][j] += tri[i+1][j] 
			else: 
				tri[i][j] += tri[i+1][j+1] 
	return tri[0][0]","['assert max_path_sum([[1, 0, 0], [4, 8, 0], [1, 5, 3]], 2, 2) == 14', 'assert max_path_sum([[13, 0, 0], [7, 4, 0], [2, 4, 6]], 2, 2) == 24 ', 'assert max_path_sum([[2, 0, 0], [11, 18, 0], [21, 25, 33]], 2, 2) == 53']","Python Function - Write a function to find the maximum total path sum in the given triangle.
def max_path_sum(tri, m, n):
    if m == 0:
        return tri[0][0]
    if n == 0:
        return max_path_sum(tri, m - 1, n)
    result = max(tri[m][n], tri[m][n] + max_path_sum(tri, m - 1, n - 1), tri[m][n] + max_path_sum(tri, m - 1, n))
    return result
",39.24632382392883
137,"
def sum_digits_single(x) :
    result = 0
    while x > 0 :
        result += x % 10
        x = x // 10
    return result
",Write a function to divide a number into two parts such that the sum of digits is maximum.,"def sum_digits_single(x) : 
    ans = 0
    while x : 
        ans += x % 10
        x //= 10  
    return ans 
def closest(x) : 
    ans = 0
    while (ans * 10 + 9 <= x) : 
        ans = ans * 10 + 9  
    return ans   
def sum_digits_twoparts(N) : 
    A = closest(N)  
    return sum_digits_single(A) + sum_digits_single(N - A) ","['assert sum_digits_twoparts(35)==17', 'assert sum_digits_twoparts(7)==7', 'assert sum_digits_twoparts(100)==19']","Python Function - Write a function to divide a number into two parts such that the sum of digits is maximum.
def sum_digits_single(x) :
    result = 0
    while x > 0 :
        result += x % 10
        x = x // 10
    return result
",13.757716417312622
138,"
def longest_subseq_with_diff_one(arr, n):
    result = 0
    for i in range(n):
        for j in range(i+1, n):
            if arr[j] - arr[i] == 1:
                result = max(result, j - i)
    return result
",Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.,"def longest_subseq_with_diff_one(arr, n): 
	dp = [1 for i in range(n)] 
	for i in range(n): 
		for j in range(i): 
			if ((arr[i] == arr[j]+1) or (arr[i] == arr[j]-1)): 
				dp[i] = max(dp[i], dp[j]+1) 
	result = 1
	for i in range(n): 
		if (result < dp[i]): 
			result = dp[i] 
	return result","['assert longest_subseq_with_diff_one([1, 2, 3, 4, 5, 3, 2], 7) == 6', 'assert longest_subseq_with_diff_one([10, 9, 4, 5, 4, 8, 6], 7) == 3', 'assert longest_subseq_with_diff_one([1, 2, 3, 2, 3, 7, 2, 1], 8) == 7']","Python Function - Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.
def longest_subseq_with_diff_one(arr, n):
    result = 0
    for i in range(n):
        for j in range(i+1, n):
            if arr[j] - arr[i] == 1:
                result = max(result, j - i)
    return result
",22.520731925964355
139,"
def does_Contain_B(a,b,c):
    result = False
    for i in range(1,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",Write a python function to find whether the given number is present in the infinite sequence or not.,"def does_Contain_B(a,b,c): 
    if (a == b): 
        return True
    if ((b - a) * c > 0 and (b - a) % c == 0): 
        return True
    return False","['assert does_Contain_B(1,7,3) == True', 'assert does_Contain_B(1,-3,5) == False', 'assert does_Contain_B(3,2,5) == False']","Python Function - Write a python function to find whether the given number is present in the infinite sequence or not.
def does_Contain_B(a,b,c):
    result = False
    for i in range(1,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",48.13881492614746
140,"
def gcd(p,q):
    if p>q:
        p,q=q,p
    while q%p!=0:
        q,r=q%p,q
    result=p
    if r!=0:
        result=gcd(p,r)
    return result
",Write a python function to check whether the given number is co-prime or not.,"def gcd(p,q):
    while q != 0:
        p, q = q,p%q
    return p
def is_coprime(x,y):
    return gcd(x,y) == 1","['assert is_coprime(17,13) == True', 'assert is_coprime(15,21) == False', 'assert is_coprime(25,45) == False']","Python Function - Write a python function to check whether the given number is co-prime or not.
def gcd(p,q):
    if p>q:
        p,q=q,p
    while q%p!=0:
        q,r=q%p,q
    result=p
    if r!=0:
        result=gcd(p,r)
    return result
",23.413919925689697
141,"
def merge(a,b):
    result = []
    i = 0
    j = 0
    while i < len(a) and j < len(b):
        if a[i] < b[j]:
            result.append(a[i])
            i += 1
        else:
            result.append(b[j])
            j += 1
    while i < len(a):
        result.append(a[i])
        i += 1
    while j < len(b):
        result.append(b[j])
        j
    return result
",Write a function to sort the given array by using merge sort.,"def merge(a,b):
    c = []
    while len(a) != 0 and len(b) != 0:
        if a[0] < b[0]:
            c.append(a[0])
            a.remove(a[0])
        else:
            c.append(b[0])
            b.remove(b[0])
    if len(a) == 0:
        c += b
    else:
        c += a
    return c
def merge_sort(x):
    if len(x) == 0 or len(x) == 1:
        return x
    else:
        middle = len(x)//2
        a = merge_sort(x[:middle])
        b = merge_sort(x[middle:])
        return merge(a,b)
","['assert merge_sort([3, 4, 2, 6, 5, 7, 1, 9]) == [1, 2, 3, 4, 5, 6, 7, 9]', 'assert merge_sort([7, 25, 45, 78, 11, 33, 19]) == [7, 11, 19, 25, 33, 45, 78]', 'assert merge_sort([3, 1, 4, 9, 8]) == [1, 3, 4, 8, 9]']","Python Function - Write a function to sort the given array by using merge sort.
def merge(a,b):
    result = []
    i = 0
    j = 0
    while i < len(a) and j < len(b):
        if a[i] < b[j]:
            result.append(a[i])
            i += 1
        else:
            result.append(b[j])
            j += 1
    while i < len(a):
        result.append(a[i])
        i += 1
    while j < len(b):
        result.append(b[j])
        j
    return result
",48.471192359924316
142,"
def parabola_vertex(a, b, c):
    result = (-b + (b**2 - 4*a*c)) / (2*a)
    return result
",Write a function to find the vertex of a parabola.,"def parabola_vertex(a, b, c): 
  vertex=(((-b / (2 * a)),(((4 * a * c) - (b * b)) / (4 * a))))
  return vertex","['assert parabola_vertex(5,3,2)==(-0.3, 1.55)', 'assert parabola_vertex(9,8,4)==(-0.4444444444444444, 2.2222222222222223)', 'assert parabola_vertex(2,4,6)==(-1.0, 4.0)']","Python Function - Write a function to find the vertex of a parabola.
def parabola_vertex(a, b, c):
    result = (-b + (b**2 - 4*a*c)) / (2*a)
    return result
",10.913738489151001
